Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Collector's Guide to Transistor Radios Identification and Values,"This exceptional book includes nearly 400 full-color photographs and updates over 2,000 current values, making this edition totally in sync with the ever-changing market. The authors have put a special emphasis on radios from the 50s and 60s.","['Marty Bunis', 'Sue Bunis']",http://books.google.com/books/content?id=-Z0LAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=-Z0LAAAACAAJ&dq=Collector%27s+Guide+to+Transistor+Radios+Identification+and+Values&hl=&cd=1&source=gbs_api,,1996,http://books.google.nl/books?id=-Z0LAAAACAAJ&dq=Collector%27s+Guide+to+Transistor+Radios+Identification+and+Values&hl=&source=gbs_api,['Antiques & Collectibles'],
Technology Integration: Making Critical Choices in a Dynamic World (Management of Innovation and Change),Illustrates the process of technology integration at the managerial and strategic levels and reveals the evolution in the structure of research and development in the modern corporation. This book provides a framework for managing the space between the creation and the application of technology.,['Marco Iansiti'],http://books.google.com/books/content?id=93fLwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=93fLwAEACAAJ&dq=Technology+Integration:+Making+Critical+Choices+in+a+Dynamic+World+(Management+of+Innovation+and+Change)&hl=&cd=1&source=gbs_api,Management of Innovation and C,1998,http://books.google.nl/books?id=93fLwAEACAAJ&dq=Technology+Integration:+Making+Critical+Choices+in+a+Dynamic+World+(Management+of+Innovation+and+Change)&hl=&source=gbs_api,['Business & Economics'],
Daughters Of The Sea (Next),"When Veronica married Guy, she didn'splitSize know it would mean more than twenty years of constant change, a new home every year in a different coastal town. Finally, she'd had enough, and fled with her teenage daughter to Whisper Mountain, to the home of her oldest friend. What she found there was a new life, a shifting from sea tides to hidden mountain springs, which renewed her, but also tested the courage of all three women.",['Ellyn Bache'],http://books.google.com/books/content?id=omBHEZrK2EsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=omBHEZrK2EsC&pg=PT16&dq=Daughters+Of+The+Sea+(Next)&hl=&cd=1&source=gbs_api,Harlequin,2012-12-17,http://books.google.nl/books?id=omBHEZrK2EsC&dq=Daughters+Of+The+Sea+(Next)&hl=&source=gbs_api,['Fiction'],
The Code of Dusty Fog,,['John Thomas Edson'],,http://books.google.nl/books?id=nQ8RzwEACAAJ&dq=The+Code+of+Dusty+Fog&hl=&cd=1&source=gbs_api,,1988,http://books.google.nl/books?id=nQ8RzwEACAAJ&dq=The+Code+of+Dusty+Fog&hl=&source=gbs_api,"['Fog, Dusty (Fictitious character)']",
One is one,"Zinderend slot van internationale bestsellerserie De selectie heeft het leven van 35 meisjes voorgoed veranderd. En nu is de tijd aangebroken dat er een winnaar wordt gekozen. America had nooit durven hopen dat ze kans maakte op de kroon of om het hart van prins Maxon te kunnen veroveren. Maar nu de competitie haar einde nadert en de bedreigingen van buiten de paleismuren steeds gewelddadiger worden, realiseert America zich hoeveel ze heeft te verliezen en hoe hard ze moet vechten voor de toekomst die ze wil.",['Kiera Cass'],http://books.google.com/books/content?id=Sv2aBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Sv2aBAAAQBAJ&printsec=frontcover&dq=One+is+one&hl=&cd=1&source=gbs_api,Van Goor,2014-11-05,https://play.google.com/store/books/details?id=Sv2aBAAAQBAJ&source=gbs_api,['Juvenile Fiction'],
"Baby, Oh Baby! (Time of Your Life)","The Sissy Baby is an incredibly important and common aspect of ABDL life. These four novels are not books that are a full-on sissy extravaganza from the first word until the last. They are – like in real life – a step-by-step journey that follows the story of a young man who finds femininity erupting in his life, just as infancy is also developing. The twin aspect merge and a sissy baby is formed. And in every case, the sissy baby needs to find a life where they are able to live, develop, grow and be part of a relationship that works and matters. I hope you enjoy these four novels as much as the authors enjoyed writing them and it is worth remembering that while they are fiction, they do represent part of the canvas of real life and some scenes are based in part on actual events. Enjoy your travels through the world of the sissy adult baby.","['Ben Pathen', 'Michael Bent', 'Madeline Wood']",http://books.google.com/books/content?id=vG3SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=vG3SDwAAQBAJ&pg=PA75&dq=Baby,+Oh+Baby!+(Time+of+Your+Life)&hl=&cd=1&source=gbs_api",AB Discovery,2020-02-25,https://play.google.com/store/books/details?id=vG3SDwAAQBAJ&source=gbs_api,,
Solving Solid Mechanics Problems With Matlab 5: For Use With the Student Edition of Matlab V5.0/5.3,,"['M. F. Golnaraghi', 'D. Boulahbal', 'R. L. Leask']",http://books.google.com/books/content?id=G-oCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=G-oCAAAACAAJ&dq=Solving+Solid+Mechanics+Problems+With+Matlab+5:+For+Use+With+the+Student+Edition+of+Matlab+V5.0/5.3&hl=&cd=1&source=gbs_api,,1999,http://books.google.nl/books?id=G-oCAAAACAAJ&dq=Solving+Solid+Mechanics+Problems+With+Matlab+5:+For+Use+With+the+Student+Edition+of+Matlab+V5.0/5.3&hl=&source=gbs_api,['Technology & Engineering'],
The Hellenism of the ancient Macedonians (Hetaireia Makedonikon Spoudon. Hidryma Meleton Chersonesou tou Haimou. [Ekdoseis] 74),,['University of Cincinnati. Library'],http://books.google.com/books/content?id=_AYPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_AYPAQAAMAAJ&pg=PA113&dq=The+Hellenism+of+the+ancient+Macedonians+(Hetaireia+Makedonikon+Spoudon.+Hidryma+Meleton+Chersonesou+tou+Haimou.+%5BEkdoseis%5D+74)&hl=&cd=1&source=gbs_api,,1978,http://books.google.nl/books?id=_AYPAQAAMAAJ&dq=The+Hellenism+of+the+ancient+Macedonians+(Hetaireia+Makedonikon+Spoudon.+Hidryma+Meleton+Chersonesou+tou+Haimou.+%5BEkdoseis%5D+74)&hl=&source=gbs_api,['Greece'],
Teach Me More Japanese (Paperback and Audio Cassette): A Musical Journey Through the Year,,,http://books.google.com/books/content?id=GVUOAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GVUOAQAAIAAJ&pg=RA5-PA11-IA8&dq=Teach+Me+More+Japanese+(Paperback+and+Audio+Cassette):+A+Musical+Journey+Through+the+Year&hl=&cd=1&source=gbs_api,,1976,http://books.google.nl/books?id=GVUOAQAAIAAJ&dq=Teach+Me+More+Japanese+(Paperback+and+Audio+Cassette):+A+Musical+Journey+Through+the+Year&hl=&source=gbs_api,['Amateur films'],
He Knew He Was Right (Worlds Classics),"Trollope is usually seen as a faithful mirror of Victorian England, both in providing intimate details of contemporary life and in endorsing the moral attitudes and certainties of the period. His powers of empathy make his characters convincing and knowable in an astonishing way. Yet the Victorians restricted women to the house and severely limited their rights and opportunities. Trollope and Women examens the conundrum of how a great novelist could both accept the conventional values of the time and yet be able to see and sympathise with the impossible situations in which Victorian women often found themselves. Margaret Markwick shows the individuality of Trollope's women: even conventional Angel in the House heroines, like Mary Lowther in The Vicar of Bullhampton, can surprise us at times. More tellingly, he cannot help giving some of his less angelic characters, such as the vivacious Lizzie Eustace in the Eustace Diamonds, his unwilling admiration. His range extends beyond simple romance to the realistic handling of marriages, both happy and unhappy, and to the treatment of bigamy and scandal. He shows men and women getting on together as well as fighting bitterly. Nor are Trollope's novels as devoid of sex as has often been thought.",['Margaret Markwick'],http://books.google.com/books/content?id=9gbBya-KjMwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=9gbBya-KjMwC&pg=PA205&dq=He+Knew+He+Was+Right+(Worlds+Classics)&hl=&cd=1&source=gbs_api,A&C Black,1997-01-01,http://books.google.nl/books?id=9gbBya-KjMwC&dq=He+Knew+He+Was+Right+(Worlds+Classics)&hl=&source=gbs_api,['Literary Criticism'],
Natural Theology ; Evidences of the Existence and Attributes of the Deity. Collected from the Appearances of Nature.,,['William Paley'],http://books.google.com/books/content?id=VZ6AyFKyj2oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=VZ6AyFKyj2oC&printsec=frontcover&dq=Natural+Theology+%3B+Evidences+of+the+Existence+and+Attributes+of+the+Deity.+Collected+from+the+Appearances+of+Nature.&hl=&cd=1&source=gbs_api,,1802,https://play.google.com/store/books/details?id=VZ6AyFKyj2oC&source=gbs_api,['Natural history'],
The Best Of Damon Knight,,['Damon Knight'],,http://books.google.nl/books?id=xzVluAAACAAJ&dq=The+Best+Of+Damon+Knight&hl=&cd=1&source=gbs_api,"Markham, Ont. : Simon & Schuster of Canada",1976,http://books.google.nl/books?id=xzVluAAACAAJ&dq=The+Best+Of+Damon+Knight&hl=&source=gbs_api,['Science fiction'],
Writing Women's Worlds: Bedouin Stories,"Extrait de la couverture : "" In 1978 Lila Abu-Lughod climbed out of a dusty van to meet members of a small Awlad 'Ali Bedouin community. Living in this Egyptian Bedouin settlement for extended periods during the following decade, Abu-Lughod took part in family life, with its moments of humor, affection, and anger. As the new teller of these tales Abu-Lughod draws on anthropological and feminist insights to construct a critical ethnography. She explores how the telling of these stories challenges the power of anthropological theory to render adequately the lives of others and the way feminist theory appropriates Third World women. Writing Women's Worlds is thus at once a vivid set of stories and a study in the politics of representation.""",['Lila Abu-Lughod'],http://books.google.com/books/content?id=N6gwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=N6gwDwAAQBAJ&printsec=frontcover&dq=Writing+Women%27s+Worlds:+Bedouin+Stories&hl=&cd=1&source=gbs_api,Univ of California Press,2008-04-07,http://books.google.nl/books?id=N6gwDwAAQBAJ&dq=Writing+Women%27s+Worlds:+Bedouin+Stories&hl=&source=gbs_api,['Social Science'],
Successful Presentations for Dummies,"This fun and humorous guide outlines proven techniques and strategies for dealing with and influencing people and giving presentations--all presented in a light, friendly tone. Kushner explores the actual preparation for a presentation, including research, knowledge of the audience, and dealing with audience reactions, both positive and negative. Cartoons.",['Malcolm L. Kushner'],http://books.google.com/books/content?id=B9hXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=B9hXAAAAYAAJ&q=Successful+Presentations+for+Dummies&dq=Successful+Presentations+for+Dummies&hl=&cd=1&source=gbs_api,For Dummies,1996,http://books.google.nl/books?id=B9hXAAAAYAAJ&dq=Successful+Presentations+for+Dummies&hl=&source=gbs_api,['Business presentations'],
"Poetry and Repetition: Walt Whitman, Wallace Stevens, John Ashbery (Literary Criticism and Cultural Theory)","This book examines the function of repetition in the work of Walt Whitman, Wallace Stevens and John Ashbery. All three poets extensively employ and comment upon the effects of repetition, yet represent three distinct poetics, considerably removed from one another in stylistic and historical terms. At the same time, the three are engaged in a highly interesting relation to each other - a relation readers tend to explain in terms of repetition, by positing Whitman and Stevens as the two alternative 'beginnings' out of which Ashbery emerges. Krystyna Mazur analyses the work of the three poets to discern patterns that may operate across a relatively broad spectrum of examples, as well as to consider the variety of ways in which repetition can structure a poetic text.",['Krystyna Mazur'],http://books.google.com/books/content?id=4CyUAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=4CyUAgAAQBAJ&printsec=frontcover&dq=Poetry+and+Repetition:+Walt+Whitman,+Wallace+Stevens,+John+Ashbery+(Literary+Criticism+and+Cultural+Theory)&hl=&cd=1&source=gbs_api",Routledge,2006-06-02,https://play.google.com/store/books/details?id=4CyUAgAAQBAJ&source=gbs_api,['Literary Criticism'],
